forma	id_persona	interval_escolta	clip	sha256	transcripcio_base	text_base	forma_en_base
o sigui	pa-057	249.45-254.11	clips/pa-057__o-sigui__249.45.wav	fa2feee6b0a55fac92052ff181a7e40bf4dd20ceb3d55a48b4bffd2e3c025771	qa-clips-base/pa-057__o-sigui__249_45_254_11.txt	en un poc temps que vaig trobar a fer un tom de lluit més rostia.	no
o sigui	pa-059	266.13-271.15	clips/pa-059__o-sigui__266.13.wav	89a4464d3162ca9d047c613a31caa2cc813e9721adcebfaa0cbbfc4d26ee5e8b	qa-clips-base/pa-059__o-sigui__266_13_271_15.txt	que en la una, perquè o sigui, no ho he pogut fer,  el que es va fer, penso jo.  La cosa no va ser...	sí
o sigui	pa-061	161.05-167.39	clips/pa-061__o-sigui__161.05.wav	ca6151a6593172914136beb224aaaab1693599e809741fd0b5fc8ba29e314626	qa-clips-base/pa-061__o-sigui__161_05_167_39.txt	Si la primera activitat dels germans, despionés, peri...	no
o sigui	pa-062	236.01-241.71	clips/pa-062__o-sigui__236.01.wav	08c58cd0af921a21b45eae4d37879ff3a7bc924185ea8a84098d779bc2104ac2	qa-clips-base/pa-062__o-sigui__236_01_241_71.txt	Que tenim?  Sí, que és tot una col·lecció.	no
o sigui	pa-063	826.09-830.95	clips/pa-063__o-sigui__826.09.wav	43d1e56df2aeaa0cf363b869db3023f71b79bad98855e7545e63d1b35d7ab7b9	qa-clips-base/pa-063__o-sigui__826_09_830_95.txt	O sigui que vam estar a la primera paix amb comets.	sí
o sigui	pa-064	36.73-40.23	clips/pa-064__o-sigui__36.73.wav	57c81b2557424a116da39a11fc60cc435ef0f229250d92b510aaefae28a84c83	qa-clips-base/pa-064__o-sigui__36_73_40_23.txt	A més, les seves gràcies a les eleccions d'aquesta vegada.	no
o sigui	pa-065	191.65-195.15	clips/pa-065__o-sigui__191.65.wav	455f018a5dec1eb3d070cd7277490aee3889afce7c343a14bd63179877dcd85f	qa-clips-base/pa-065__o-sigui__191_65_195_15.txt	O sigui que el paradís són unes altres.	sí
llavors	pa-001	837.17-841.11	clips/pa-001__llavors__837.17.wav	686148eff56c3a33afe1956099e3de1891df77d039057543e9b9865a143857f3	qa-clips-base/pa-001__llavors__837_17_841_11.txt	d'alguna manera.	no
llavors	pa-002	550.25-556.75	clips/pa-002__llavors__550.25.wav	6736c8fa12192297db4fcfd115501950a96f76ef408f57897a93ae04c1ea0683	qa-clips-base/pa-002__llavors__550_25_556_75.txt	Però jo veia que comença bé les maniobres.	no
llavors	pa-005	433.29-439.27	clips/pa-005__llavors__433.29.wav	830cd1d9a97c4094fcc85e694963ea2e874772dfad35e9eeba7c5b29a783154a	qa-clips-base/pa-005__llavors__433_29_439_27.txt	de temps frau, a les bones les quedaven tot a l'import de la denúncia.	no
llavors	pa-006	214.25-220.75	clips/pa-006__llavors__214.25.wav	245ff697b5f6b0b73bbba3bc795baaec74fe025ddd48b2004c2985328119dee3	qa-clips-base/pa-006__llavors__214_25_220_75.txt	d'al·mull i prop endit.  Llavors, amb una canota de xiu, la portarem,  i deixarem caure, portar-ho punta l'aigua.  Llavors, per tant,	sí
llavors	pa-007	657.25-663.75	clips/pa-007__llavors__657.25.wav	b308f35dca35f7ce54daf305e889f8e455065a8a890abda46dfad17bc544c3fd	qa-clips-base/pa-007__llavors__657_25_663_75.txt	de faça. Llavors això l'Ajuntament li va mereixar un nom al Carrer Nacional i escaldes.	sí
llavors	pa-009	201.25-207.75	clips/pa-009__llavors__201.25.wav	ce397e94b2bcfa134c421e5e7cdf76090797d5287f0d9d9f33679ebf721f9517	qa-clips-base/pa-009__llavors__201_25_207_75.txt	La campana de l'asseu del consell general és de 1856.	no
llavors	pa-010	386.25-391.75	clips/pa-010__llavors__386.25.wav	741eada65e54b04dc67e372cbd3029acc7bf1b95f486befa64a0a9537164fb26	qa-clips-base/pa-010__llavors__386_25_391_75.txt	Ah, llavors, per intentar portar que devia voldria enlígen aquests dies.	sí
llavors	pa-014	228.25-237.35	clips/pa-014__llavors__228.25.wav	afc74ef94fae4b8e8cb0a75389b613d9823a5e923d1784e20c6f685c04157111	qa-clips-base/pa-014__llavors__228_25_237_35.txt	per tots, amb una casa no n'hi havia. De fet, a tots els es tenien que es pavilar  i a buscar-se la vida per ajudar a casa.	no
llavors	pa-015	197.25-204.75	clips/pa-015__llavors__197.25.wav	398a121cdb719ac84692a4b54a82005a4f7c1872d8e93ccd7c691867aa04a003	qa-clips-base/pa-015__llavors__197_25_204_75.txt	d'edat i abans a part de tindre a la G3	no
llavors	pa-016	15.05-20.91	clips/pa-016__llavors__15.05.wav	aaa2ba549b3188eb7994516ac9217506805dabe0d28740f9f2f651ed725fbf1b	qa-clips-base/pa-016__llavors__15_05_20_91.txt	i jo li toca el meu marit ser redeu de contes i es així és.	no
llavors	pa-017	361.25-368.75	clips/pa-017__llavors__361.25.wav	2fe5779ceefac11dc7dc1a671d83edb8a0961697aed1703530bc1bf2d9830109	qa-clips-base/pa-017__llavors__361_25_368_75.txt	El que passa és que el que ha de ser és el que s'ha de fer.	no
llavors	pa-018	1055.09-1058.87	clips/pa-018__llavors__1055.09.wav	001016bea51b3a1897cc30b16e7f59828867074ad3a1757c1bf2f64bfd2cdd23	qa-clips-base/pa-018__llavors__1055_09_1058_87.txt	i avont és com més desapercebut pas, eh, millor.	no
llavors	pa-019	422.25-427.75	clips/pa-019__llavors__422.25.wav	11f80fb011244ef741e3376e5f8494c7a3893876378c983f6d6f5585d71f4aaa	qa-clips-base/pa-019__llavors__422_25_427_75.txt	perquè ens donava eines per fer més coses als que podíem fer fins allà.	no
llavors	pa-022	57.37-61.35	clips/pa-022__llavors__57.37.wav	2fd887364783ad8339b8dc4e1675fccc353755291d63ea253cff50826c8261c0	qa-clips-base/pa-022__llavors__57_37_61_35.txt	Jo no cosa un gran record que tinc de levons i encara duré ara.	no
llavors	pa-023	48.81-56.07	clips/pa-023__llavors__48.81.wav	66233d4d86cdcce0687d1fbef460e033c648ed45c61ea09d2821803ec7e2faa8	qa-clips-base/pa-023__llavors__48_81_56_07.txt	i ara veig molt bé que hi ha d'haver-ho d'una altra manera de fer-ho.	no
llavors	pa-024	336.85-341.27	clips/pa-024__llavors__336.85.wav	b8d368fb6cc3ce9dd8c602d17afc1f4194b458587ae6d3acff7d8b6a6dee5cda	qa-clips-base/pa-024__llavors__336_85_341_27.txt	Però si veiem molt que calia superar,  perquè no el debat que havíem acabat.	no
llavors	pa-026	81.13-84.63	clips/pa-026__llavors__81.13.wav	be7e9082199f9d69749e5284c80fb9c7f742c3e09f74e8fdf1c77ff227aa7a13	qa-clips-base/pa-026__llavors__81_13_84_63.txt	Aleshores...	no
llavors	pa-027	137.93-143.43	clips/pa-027__llavors__137.93.wav	f79df3fbb506eced6bfadb940a7f2b5ba9b49321f949a229dfc69db6456289ab	qa-clips-base/pa-027__llavors__137_93_143_43.txt	De tant, cada mes i mig feien una reunió.	no
llavors	pa-028	151.01-155.91	clips/pa-028__llavors__151.01.wav	958b8c710fb5f6f94c8ce352884c92d202f336bf70e4368a2e0ef3e334b451dd	qa-clips-base/pa-028__llavors__151_01_155_91.txt	de fer-ne, i el que vols és convendre-se a dir tots.	no
llavors	pa-029	42.97-46.79	clips/pa-029__llavors__42.97.wav	446ec5b2d51a02a0ef8a699502b7eb63ec5109afb9ef33a0b01ff6bb6845ab73	qa-clips-base/pa-029__llavors__42_97_46_79.txt	i això plenava molt sobre les seves digues.	no
llavors	pa-030	157.61-163.15	clips/pa-030__llavors__157.61.wav	d149421cb93ae030f0769b6aff932ece541e3bb2f41e4f301a5336616e9fff18	qa-clips-base/pa-030__llavors__157_61_163_15.txt	A mi em van tornar a dir que ja va vendre el sindic farràs  i acompanyar-ho en el que sigui.	no
llavors	pa-032	174.13-178.67	clips/pa-032__llavors__174.13.wav	e071519ce390db619b4063300cf65cf5017f23feafc77e0ef92ffa4272292c4f	qa-clips-base/pa-032__llavors__174_13_178_67.txt	que es posa en una institució.	no
llavors	pa-033	71.53-76.35	clips/pa-033__llavors__71.53.wav	a2f7c35a058301655359b86257ec29fc3a00ae08115a1dee25f1466e784cbaa3	qa-clips-base/pa-033__llavors__71_53_76_35.txt	Normalment hi ha la gent que pesa una espai tracta,  ho veia de...	no
llavors	pa-034	29.17-32.67	clips/pa-034__llavors__29.17.wav	ce223327ca7f425c2ddebddfad738754c6429f23dfe4fa48202c1b440bb20d20	qa-clips-base/pa-034__llavors__29_17_32_67.txt	Bé, ens hem vaig puxar.  Vaig veure pos clau de cap i molta història.	no
llavors	pa-036	535.25-538.75	clips/pa-036__llavors__535.25.wav	8d94bca4282eb8bc3104719a1cbbe34fc2d1ffc84bbe9064193f4e6a618860f1	qa-clips-base/pa-036__llavors__535_25_538_75.txt	i jo vaig canviar tot almenyament.	no
llavors	pa-037	92.53-106.79	clips/pa-037__llavors__92.53.wav	6bfc6a3fa5e743479496e7bed171406f06ecbd7152788472c2fe6d31ad15d4be	qa-clips-base/pa-037__llavors__92_53_106_79.txt	i ja ho des de llavors, encara cada any es fa el dia 2 de febrer,  fem un dinar o un trupeu de trobades de tot el qual s'hi ha continuat.	sí
llavors	pa-038	264.13-269.83	clips/pa-038__llavors__264.13.wav	e559a95e3096306c2c08a7bba355331d65f3a05d1d547891eeed5a9178433631	qa-clips-base/pa-038__llavors__264_13_269_83.txt	Això va ser la meva motivació principal, va ser la meva vida.	no
llavors	pa-041	108.25-115.75	clips/pa-041__llavors__108.25.wav	9ebd58d611e413d345aa9db81ebe1e282c6e1cae63807471d8c50354bb225c82	qa-clips-base/pa-041__llavors__108_25_115_75.txt	I una pinya, llavors, abans ho parlàvem, doncs amb una persona implicada  la cuina de l'escola, els pares.	sí
llavors	pa-045	194.93-200.31	clips/pa-045__llavors__194.93.wav	0b477e5ebdd17090179afd01eda98dc42ecba39e6577c95dbfc9aab92f0583a6	qa-clips-base/pa-045__llavors__194_93_200_31.txt	Allò.  Allò, vols un casador recollectó que està amb un lloc fos que és la cove?	no
llavors	pa-046	381.13-388.19	clips/pa-046__llavors__381.13.wav	85917ea9ab6716cc1846c5db14aa502404f4806e4020ed4aa34b163495491489	qa-clips-base/pa-046__llavors__381_13_388_19.txt	Però el llobor necessites una bonata pisseria.	no
llavors	pa-048	1244.97-1248.95	clips/pa-048__llavors__1244.97.wav	0c6c516dc79d362da72c4822c760d8c867e7af305bc72947d502ba5ab258b796	qa-clips-base/pa-048__llavors__1244_97_1248_95.txt	Demons, els catalans han volgut...	no
llavors	pa-049	230.45-239.67	clips/pa-049__llavors__230.45.wav	15816ac71e01ce131564ffb48b96500bc67d759120ea181db1ccf2b01f772f77	qa-clips-base/pa-049__llavors__230_45_239_67.txt	I aquí en Dorra va vindre llabons el delegat de prensa de la casa blanca.  No sé si va ser arreu de la càrrecament de aquesta càrrec.	no
llavors	pa-051	47.61-51.11	clips/pa-051__llavors__47.61.wav	fe347bb0b5784decf5ace5cb0686de935ce19db61e3504200acefaf5f6318f1d	qa-clips-base/pa-051__llavors__47_61_51_11.txt	Tenim 30 anys de l'estiva.  Estava el camp i no t'he vingut a fer-ne.	no
llavors	pa-052	68.73-73.23	clips/pa-052__llavors__68.73.wav	b98fff91f8de095cacd2d47fd2fab29af64d73a0350cbe7de02f0fd6d9cf2d42	qa-clips-base/pa-052__llavors__68_73_73_23.txt	I el estiu és un piacapotor.	no
llavors	pa-053	40.73-47.71	clips/pa-053__llavors__40.73.wav	389afbbc7816917e24c342eca9eaa1091bda2cc79f3fccb4dec80e1b09907f37	qa-clips-base/pa-053__llavors__40_73_47_71.txt	A la bons, com va tenir 15 o 16 anys que em van viure.	no
llavors	pa-054	156.57-161.51	clips/pa-054__llavors__156.57.wav	b16e05f54953409ad1229feb1050d114da956864a0ff57dee84339826f39045c	qa-clips-base/pa-054__llavors__156_57_161_51.txt	i va sortir de l'oceixant punt d'haver perdllat la gafada.	no
llavors	pa-055	105.37-110.27	clips/pa-055__llavors__105.37.wav	0ebf4cde8569f919c523a114477aea88e8f2f7e1af508d58650fb96666a697be	qa-clips-base/pa-055__llavors__105_37_110_27.txt	La casa és el segle rancs, el país.	no
llavors	pa-056	157.77-163.11	clips/pa-056__llavors__157.77.wav	a0b2e7043b0b44939611edbe61ead607b1a746d70a5504ae40e8ce4504e0795e	qa-clips-base/pa-056__llavors__157_77_163_11.txt	que va prendre un tornari, va vendre el sindic farrat i companyia i el que sí.	no
llavors	pa-057	42.85-47.99	clips/pa-057__llavors__42.85.wav	59bb9de81d0fd6c97634d98b11e51ac7282379e94cb3442d473c99cc7080fa7d	qa-clips-base/pa-057__llavors__42_85_47_99.txt	I això planàvem molt, sense que es digués molt,  però tot on...	no
llavors	pa-058	1054.41-1059.35	clips/pa-058__llavors__1054.41.wav	a68bba01d84e771c376dcaeaca28d9c79a66174866684137b1f9ed8084f6b554	qa-clips-base/pa-058__llavors__1054_41_1059_35.txt	i avont és com més desapercebut pas, m'hi jo quan va...	no
llavors	pa-059	361.49-368.39	clips/pa-059__llavors__361.49.wav	201577f99b71eac44af69cafcc78f97091f05e35de80b4b22468fef3230b4b18	qa-clips-base/pa-059__llavors__361_49_368_39.txt	de la ciutadania.	no
llavors	pa-060	48.77-56.07	clips/pa-060__llavors__48.77.wav	7b61662d31c07bead4f10d1c5c2cb7e3eb078e8d4675f3f78a815c2b0711441b	qa-clips-base/pa-060__llavors__48_77_56_07.txt	i ara es va posar en el que es va posar en el que es va posar en el que es va posar en el que s'hagessin.	no
llavors	pa-061	380.77-385.15	clips/pa-061__llavors__380.77.wav	e20bc8319ccc4237e38b44777091712e6b80bb2cd4aa633ad9d31bc9c02b6fe6	qa-clips-base/pa-061__llavors__380_77_385_15.txt	-Exactament.  -Ella abans comença a tornar a agradar-s'hi.	no
llavors	pa-063	39.49-44.79	clips/pa-063__llavors__39.49.wav	400ccca1d3f1c2f12951f9bb9877ce744de1e26c17f718ba3ec7c4586b20da95	qa-clips-base/pa-063__llavors__39_49_44_79.txt	de l'inccipada. Ella és la que va crear les primeres llavors.	sí
llavors	pa-064	713.33-717.15	clips/pa-064__llavors__713.33.wav	384deb854e764f74170c2497fc31b237bd4640e3079364b12c2d267faecc93ee	qa-clips-base/pa-064__llavors__713_33_717_15.txt	A tot all, a tot all, a tot all, a tot all.	no
llavors	pa-065	612.13-617.87	clips/pa-065__llavors__612.13.wav	4cb300945e63cf3e3eb3e9e497cb2b56d5fefb341dea2a1968f277d8328e5635	qa-clips-base/pa-065__llavors__612_13_617_87.txt	i el que hem de posar és que el que hem de posar és el que hem de posar és el que hem de posar.	no
llavors	pa-066	16.21-20.35	clips/pa-066__llavors__16.21.wav	5d3f190d42be6a68e145c600b829752671c073bd48638714b774062785861411	qa-clips-base/pa-066__llavors__16_21_20_35.txt	que es poden fer a l'estudio de la ciutadania.	no
a veure	pa-001	341.57-345.59	clips/pa-001__a-veure__341.57.wav	6cf0421c6b94afbc5fb77c2e23fcad5242620b604b8fbef21a2669ca70b4b6d0	qa-clips-base/pa-001__a-veure__341_57_345_59.txt	A veure, jo penso que era un moment molt delicat, molt important i a vegades...	sí
a veure	pa-002	126.25-132.75	clips/pa-002__a-veure__126.25.wav	38db2238afad6ff0cda8d052428ac946c1502fe9e478748a5d5a10c304f4787c	qa-clips-base/pa-002__a-veure__126_25_132_75.txt	A veure, no era fàcil, i ell era fàcil.	sí
a veure	pa-007	89.25-96.75	clips/pa-007__a-veure__89.25.wav	2e33ec4258f16610796effef83c0b15f586de483c9feea9356e66c28bcb48f98	qa-clips-base/pa-007__a-veure__89_25_96_75.txt	que he tingut a veure amb la història del nostre país  i que vaig publicar a un dels meus llibres que tinc per aquí.	sí
a veure	pa-008	668.25-673.75	clips/pa-008__a-veure__668.25.wav	b8ec0ea035f80dc7781e0482c5309e8d1c8801ed3c891425c324353862e4f9ea	qa-clips-base/pa-008__a-veure__668_25_673_75.txt	tot això no té res a veure amb el que 3 anys abans	sí
a veure	pa-011	551.81-556.27	clips/pa-011__a-veure__551.81.wav	3d97427de28fc34ef2fbb6e9f043e58092da0546973ce8b3bca9331b53a5bd7b	qa-clips-base/pa-011__a-veure__551_81_556_27.txt	que tenen sempre a veure amb el Patrimol.	sí
a veure	pa-014	617.45-637.95	clips/pa-014__a-veure__617.45.wav	1ecfd71b7e585ea710847503e4b096787c1afdff39d5b0fab976e56af5c9dedf	qa-clips-base/pa-014__a-veure__617_45_637_95.txt	És els anys 43-44, que ha hagut un viatge que fa una Barcelona, una sèrie d'autoritats  i una sèrie de venta d'enseïtes del contrapas, que van envoure com actuaven els esborgs,  a baixar Barcelona, amb un aspecte que hi havia.	no
a veure	pa-016	369.73-375.91	clips/pa-016__a-veure__369.73.wav	04e982fcf900339e61932d0688d03c07221f39e5e11352e378d022981622bc67	qa-clips-base/pa-016__a-veure__369_73_375_91.txt	I llavors tu quan saps que tens un termini per fer les coses, doncs...	no
a veure	pa-018	825.61-833.55	clips/pa-018__a-veure__825.61.wav	f85d17b85019ab9afaee772a248ae9ee7befc9dbc58de94604aead518bf29f20	qa-clips-base/pa-018__a-veure__825_61_833_55.txt	de totes les maneres.  A veure si fins a l'última hora.	sí
a veure	pa-021	108.77-116.95	clips/pa-021__a-veure__108.77.wav	a414dcaedfce8f46c78fc77e8d5ad8733a82d2ecc90cca07471723204ceab88d	qa-clips-base/pa-021__a-veure__108_77_116_95.txt	I veure, anar a l'aboma a fer aquesta constitució que no era fàcil.	no
a veure	pa-022	238.61-245.15	clips/pa-022__a-veure__238.61.wav	bbd94477eb114a1ffabb48116b8907dc339789165916fe947c9e3a3c2ba027cd	qa-clips-base/pa-022__a-veure__238_61_245_15.txt	perquè tenia un lapo i a veure si ha assaudre inextrevis.	sí
a veure	pa-023	268.81-272.59	clips/pa-023__a-veure__268.81.wav	addeae7da8659156e43287f650334aeecae3c998787d1a218497b4ea51d30739	qa-clips-base/pa-023__a-veure__268_81_272_59.txt	A veure... les eleccions de 90 dos.	sí
a veure	pa-024	590.77-595.39	clips/pa-024__a-veure__590.77.wav	b692baf8e9b4b0fbc83cc7da1b600dba23f3aa0184188d4d5f63d2a0058396d6	qa-clips-base/pa-024__a-veure__590_77_595_39.txt	que està conversat, però jo crec que també n'havia una mica més allà de...	no
a veure	pa-025	388.01-395.23	clips/pa-025__a-veure__388.01.wav	ac41c9bd2a75300f05015ffb965c075ec19565e75485decbd94da09268e2fd9f	qa-clips-base/pa-025__a-veure__388_01_395_23.txt	A veure el govern se'n mertir.  Nosaltres no el criticarem.	sí
a veure	pa-026	64.09-68.39	clips/pa-026__a-veure__64.09.wav	a0131f905fc6b5055935b9db4e5f641e9c8dd15f1c33156a2430926f27383e95	qa-clips-base/pa-026__a-veure__64_09_68_39.txt	Sí, això hi ha per ell.	no
a veure	pa-029	17.49-21.59	clips/pa-029__a-veure__17.49.wav	0c49c79d6f3d3945e1b570396e750ad2b18dffab6442099a0af5c31eb523b5ea	qa-clips-base/pa-029__a-veure__17_49_21_59.txt	estaven la majoria molt preocupada per fer-te aquest.	no
a veure	pa-030	673.41-676.91	clips/pa-030__a-veure__673.41.wav	8d8d6cfa9ad9300ff3240685c9ed04204b82264cc1242f4fcdccefe0fc9e98fd	qa-clips-base/pa-030__a-veure__673_41_676_91.txt	A veure qui cal dir una cosa, jo, aquí.	sí
a veure	pa-031	4.25-9.07	clips/pa-031__a-veure__4.25.wav	470c2fc3c9e46f483323eef86d5080dd5f22a318b8a26f0d8d524a8fbc37a15a	qa-clips-base/pa-031__a-veure__4_25_9_07.txt	I jo ho deixi dir que va veure quin síndic pugui un proportat i tot el temps pugui ser.	sí
a veure	pa-032	212.45-218.19	clips/pa-032__a-veure__212.45.wav	e7faa715389f8349a619a12d56001129ec9c9d78bd8404383dea0b1d027a13b4	qa-clips-base/pa-032__a-veure__212_45_218_19.txt	No va passar això, va haver-hi alguna, la més grossa,  però sí que és, perdé dels consellers.	no
a veure	pa-034	94.05-100.39	clips/pa-034__a-veure__94.05.wav	f11ae47cfb296a410bc792f10d50a4670333a71827c336ac9c126292c960a427	qa-clips-base/pa-034__a-veure__94_05_100_39.txt	que la vaig fer a la vació.  Podíem venir a veure, perquè clar, ja s'havia de començar a preparar,  avui dels candidats.	sí
a veure	pa-035	211.09-218.51	clips/pa-035__a-veure__211.09.wav	50a42e1496440e919a2bffc10ef6447431d7949c6ad9dea989657538f38d5b8c	qa-clips-base/pa-035__a-veure__211_09_218_51.txt	però anirà bé a 6 meses de grup polítics comuns	no
a veure	pa-036	153.05-160.15	clips/pa-036__a-veure__153.05.wav	e46402ec8e4acb176e917eee73f8cd3dc7797233647d67d688221838195ade2a	qa-clips-base/pa-036__a-veure__153_05_160_15.txt	que ens aconseguirien a veure companys diputats de l'Assemblée Nacional  a França o a Bèdem Madrid.	sí
a veure	pa-038	1070.33-1076.43	clips/pa-038__a-veure__1070.33.wav	002a2e40a5ab01996b6757320c33036a847b16bca587dc6cefc2077b85071afe	qa-clips-base/pa-038__a-veure__1070_33_1076_43.txt	Bé, doncs sé, per exemple, en camp quan sou que voteu a Blime on haguere,  vam dir 4.	no
a veure	pa-041	200.25-205.75	clips/pa-041__a-veure__200.25.wav	d94803f0ff6a582f1d54ceb3f53aee9ed0eeb766fc0f5943cdf67c5ba821168c	qa-clips-base/pa-041__a-veure__200_25_205_75.txt	amb una mica vol dir que material pedagògi no hi ha verdes de veritat.	no
a veure	pa-045	340.93-345.91	clips/pa-045__a-veure__340.93.wav	03b4ff733fc095b5e926d8dbcce71e7393cab5145040dc1fd0986181631f2506	qa-clips-base/pa-045__a-veure__340_93_345_91.txt	No ho veiem perquè on l'ús s'ha de donar-ho a veure  i per conservar-ho, no ho veiem.	sí
a veure	pa-048	393.93-397.03	clips/pa-048__a-veure__393.93.wav	9102f274c38e674445da844dc3a02ad058fc647815947cdce0cb5df2242acbd7	qa-clips-base/pa-048__a-veure__393_93_397_03.txt	de la bona contemporària, a veure.  Vols ser com el diu.	sí
a veure	pa-049	244.85-252.03	clips/pa-049__a-veure__244.85.wav	7b71fcc78c5080a21279eadcf1cc4451262936076575f74fb3f5f9663ea5a47f	qa-clips-base/pa-049__a-veure__244_85_252_03.txt	I ja no ens ho pot dir.  Ja no ens ho pot dir.  Però va anar a tablar a visitar-te amb el meu pare,  amb el meu pare, els van a veure després o aixec.	sí
a veure	pa-054	77.97-81.87	clips/pa-054__a-veure__77.97.wav	4ad08421bfe41e0cfc81cc6bdd086ac64a523d79c32cb56c789f1a30804af9a9	qa-clips-base/pa-054__a-veure__77_97_81_87.txt	i a preferir anar a Barcelona és per d'any és llubi portant mai a l'acord.	no
a veure	pa-055	63.89-68.59	clips/pa-055__a-veure__63.89.wav	5a77a923a35da12ae764c729ea54da5af9922d6b7fc57f4732ea86f932e9d997	qa-clips-base/pa-055__a-veure__63_89_68_59.txt	Sí, sí, això hi ha per ell.	no
a veure	pa-056	673.21-676.71	clips/pa-056__a-veure__673.21.wav	5ef05ab6a846afd680570ee327ab385147f23ae2bfd3e0969bca3b6a22e56f60	qa-clips-base/pa-056__a-veure__673_21_676_71.txt	A veure qui cal dir una cosa, jo...	sí
a veure	pa-057	16.97-21.31	clips/pa-057__a-veure__16.97.wav	25edbe6ee2ddb939add2dfcf2ff74f7ca2b67f068d5ec63de105b41444ecd828	qa-clips-base/pa-057__a-veure__16_97_21_31.txt	Està bé la majoria molt preocupada per fer-te aquest.	no
a veure	pa-058	828.61-833.55	clips/pa-058__a-veure__828.61.wav	c48759c37e1d258fecb1a4ac137471a67087f3aae37b58ef6ab8e36e79c88c49	qa-clips-base/pa-058__a-veure__828_61_833_55.txt	Però les maneres van oforçar, veure si fins a l'última hora.	no
a veure	pa-060	268.57-272.67	clips/pa-060__a-veure__268.57.wav	36b54db63c2eed299ee8e70eb28f480ec74849e47b12e0ccc689925b290d1908	qa-clips-base/pa-060__a-veure__268_57_272_67.txt	de les eleccions de 90 dos.	no
a veure	pa-061	579.17-583.39	clips/pa-061__a-veure__579.17.wav	9276ee455c7ba9bccd36d3ff17a83e98130fcbd4bd4d1f322b4bb92b1f565f1a	qa-clips-base/pa-061__a-veure__579_17_583_39.txt	I això és el que ara comença a veure.	sí
a veure	pa-063	402.13-408.03	clips/pa-063__a-veure__402.13.wav	0644b2672a390cfdd420ae5dc9cb1daf653ab25978ffe35b3fae25cde107aacf	qa-clips-base/pa-063__a-veure__402_13_408_03.txt	Aquesta opinió de que sobra	no
a veure	pa-064	587.61-591.67	clips/pa-064__a-veure__587.61.wav	d2b367717082674c001d5c114930374201ac81a40b44b1fc5d7f1e21b2e8fe9c	qa-clips-base/pa-064__a-veure__587_61_591_67.txt	-El set de nata veure amb els anys.	sí
a veure	pa-065	578.25-582.71	clips/pa-065__a-veure__578.25.wav	a4e9c9e0676616d451756731b415e13234c4d8707b88bb585f494d7520866026	qa-clips-base/pa-065__a-veure__578_25_582_71.txt	Un dia un polític amb diu.	no
aviam	pa-003	180.17-188.79	clips/pa-003__aviam__180.17.wav	d1ae1d021e368a2062a13569c08ba1cc212d527200b0aae366cd7d0ac1b2fa77	qa-clips-base/pa-003__aviam__180_17_188_79.txt	Aviam, pel que fa a nivell polític, la primera vegada  quan es crea la maternal, com he dit, es creu.	sí
aviam	pa-014	875.45-883.95	clips/pa-014__aviam__875.45.wav	f0734d64362e54adeb066fb426217e22af46539c4fe68eff7e4d9a9e2375209f	qa-clips-base/pa-014__aviam__875_45_883_95.txt	d'una cosa, i van dir, escolteu, ho havíem.  Imaginau-se que les malades apareix.  Què passa amb el contrapass?  Estàs deixant el de ballar?	no
aviam	pa-016	729.65-741.19	clips/pa-016__aviam__729.65.wav	73448a932688ec22288fc11a6653ccb0ffb5cd88c46bb5e64560304de9f9e2da	qa-clips-base/pa-016__aviam__729_65_741_19.txt	Això sí, havíem de esdevenir un estat democràtic,  modern, un estat dret, i calia fer una constitució.  Per mi, jo tenia clar que calia fer una constitució  que ens hem de fer.	no
aviam	pa-020	252.21-256.43	clips/pa-020__aviam__252.21.wav	d939cc85022682c4190eb9152a29c2c1e37d97058b8fcbfbf17401b197db1820	qa-clips-base/pa-020__aviam__252_21_256_43.txt	I jo m'han resultat que clar, jo sóc, aviam, puc ser va futbol.	sí
aviam	pa-049	897.25-901.75	clips/pa-049__aviam__897.25.wav	49a6821640c054b05381a46cf68e3b16a2bd0813cfece34af5fa4560cf6a5aeb	qa-clips-base/pa-049__aviam__897_25_901_75.txt	que la presència ho ha d'aconseguir.  La presència ho ha de tenir en compte.	no
doncs	pa-004	416.21-423.31	clips/pa-004__doncs__416.21.wav	66a0b6d71bfc9f7d9aa51a0679961950ad4a21de67dad876013e124cb766df6b	qa-clips-base/pa-004__doncs__416_21_423_31.txt	maldre, doncs costa una puñera de grà que representa a peu unos 3 kilos de grà.	sí
doncs	pa-005	71.13-77.11	clips/pa-005__doncs__71.13.wav	05acf64b455e436ae6562ee6d71bcf7e28df15f3f60e9dc2e79e865ee570a1e0	qa-clips-base/pa-005__doncs__71_13_77_11.txt	Doncs bé, però s'ha de demanar que és això dels nostals comunes.	sí
doncs	pa-006	180.25-187.75	clips/pa-006__doncs__180.25.wav	2053f514cf7a7bfe2fa9b0327ab0b7f71664c2773313f582ee534a7e50119033	qa-clips-base/pa-006__doncs__180_25_187_75.txt	i la rata us passava per sobre la borde i era acusirat per la lliure que se'l colava.	no
doncs	pa-007	59.25-66.75	clips/pa-007__doncs__59.25.wav	7bcafbd2c7cfcd294fc5f3127d39c12303eba4ce1e54675fd5e7be02556993a9	qa-clips-base/pa-007__doncs__59_25_66_75.txt	Si bé no és una paraula que estigui o apareixi molt a la nostra llengua nacional, prové del grec.	no
