id_persona	forma	interval_escolta	clip	small_subcadena	base_subcadena	small_limit_paraula	base_limit_paraula	consens_limit_paraula	text_small	text_base
pa-022	doncs	122.85-126.95	clips/pa-022__doncs__122.85.wav	no	no	no	no	no	que va ser amb arribar-te a aquest punt, ara toqui.	que va ser amb arribat amb aquest punt ara toque.
pa-024	doncs	83.01-114.51	clips/pa-024__doncs__83.01.wav	no	no	no	no	no	La representatibilitat del consell General  considerava que calia establir la separació de poders.  Consideràvem, des del punt de vista més socioeconòmic,  que calia ser capaços de programar el creixement.  Ja feien coses interessants a les institucions.  Me'n recordo que es va promoure l'informe de l'empresso.  ja feien coses interessants a les institucions.  Me'n recordo que es va promoure l'informe Bricall.	i segurament la representatibilitat del consell general consideràvem que calia establir la separació de poder,  consideràvem també des de punt de vista més socioconomic que calia ser capaços d'programar el creixement.  M'en recordo... Ja feien coses.  Intressant les institucions, m'en recordo,  que és la promoure de l'informe brical.
pa-025	doncs	59.89-66.03	clips/pa-025__doncs__59.89.wav	no	sí	no	sí	no	de les conseqüències i de les conseqüències que tenen.	Doncs tu em va vendre la llei, la pel·litzaven, les menaven.
pa-026	doncs	6.33-9.67	clips/pa-026__doncs__6.33.wav	no	no	no	no	no	i no el comú, amb quatre anys.	No ho comum, però és clar, amb 4 anys.
pa-027	doncs	18.01-24.51	clips/pa-027__doncs__18.01.wav	no	no	no	no	no	i inicialment el cíndic parlava amb els consellers.	I va parlar amb els consellers, i va parlar amb els consellers.
pa-028	doncs	329.33-334.79	clips/pa-028__doncs__329.33.wav	sí	sí	sí	sí	sí	No era igual.  Doncs conyes que realment té un valor de cada institució.  Jo trobava...	Doncs conyes que, realment, en valora que t'acosti tu, si ho trobava...
pa-029	doncs	127.61-131.67	clips/pa-029__doncs__127.61.wav	no	no	no	no	no	i la constitucional, la permanent i la constituent.	i la constitucional ens anem la permanent i la constituent.
pa-030	doncs	43.53-48.63	clips/pa-030__doncs__43.53.wav	sí	sí	sí	sí	sí	com estaven, doncs evidentment no era el nostre tarannà.  Per almenys el meu.	com estaven, doncs evidentment no era el nostre tarant.  Per la menys del meu.
pa-031	doncs	414.05-419.11	clips/pa-031__doncs__414.05.wav	sí	no	sí	no	no	Doncs ja ho defensarem i es va decidir que sí, i vam decidir.	Potser ja ho defensarem, i es va esmadesir que sí, i vam decidir.
pa-032	doncs	21.61-27.23	clips/pa-032__doncs__21.61.wav	sí	sí	sí	sí	sí	Doncs vam firmar un paper allà per presentar una candidatura per veure...	Doncs vam firmar un paper allà per presentar la candidatura per veure.
pa-033	doncs	6.61-10.79	clips/pa-033__doncs__6.61.wav	no	sí	no	sí	no	i els temps de tribuna que portàvem aquesta idea al cap i al nivell nacional,	que portàvem al cap i doncs, a dir, ben nacional, no t'hi consideres.
pa-034	doncs	110.53-116.23	clips/pa-034__doncs__110.53.wav	no	no	no	no	no	en una manera la política que es feia, que era això,  casatal, casatal, no?	la política que es feia que era casatal, casatal, no?
pa-035	doncs	195.49-202.11	clips/pa-035__doncs__195.49.wav	sí	no	sí	no	no	I, bé, ja he participat, doncs, una mica, una mica.	i jo vaig participar d'un amic, una mica.
pa-036	doncs	367.25-376.75	clips/pa-036__doncs__367.25.wav	sí	no	sí	no	no	"i dic ""opi, vols que ens trobem que ens parlen d'això i ens proposin això?""  Doncs nosaltres ja hem d'anar, hem de fer la Constitució."	que ens parlem d'això i ens proposen això.  Nosaltres ja hem de fer la constitució i tots els comprensions.
pa-037	doncs	20.49-28.07	clips/pa-037__doncs__20.49.wav	sí	no	sí	no	no	I, doncs, quan va arribar el consell constituent,  ha vint arribar també amb bastant tensos  i l'enriquia es van posar.	i quan m'arriba a consell constituent,  ha vina arribat també amb bastant tensos.
pa-038	doncs	2008.17-2013.95	clips/pa-038__doncs__2008.17.wav	sí	no	sí	no	no	No? Doncs era per això, perquè no eren de la corda.	No? Potser era per això, perquè no eren de la corda.
pa-039	doncs	12.77-19.51	clips/pa-039__doncs__12.77.wav	no	no	no	no	no	la història dels veguers i dels coprínceptes feudals.	d'història, fos dels veguers i dels cobrins seps feu d'als, per què això és?
pa-040	doncs	210.05-214.99	clips/pa-040__doncs__210.05.wav	no	no	no	no	no	A l'aprovació, l'atenció prevista que hi va haver,  es van tenir que fer molts passillos per anar a la qüestió.	A la provació, l'atenció previ que va bé es mantindre que fem els passillos i l'època de l'acostió.
pa-041	doncs	209.25-217.75	clips/pa-041__doncs__209.25.wav	no	sí	no	sí	no	I per altra banda, si aquesta maternal endurrana que estava ubicada en unes aules...	i per altra banda, doncs si aquesta materna l'Andorran,  que estava ubicada amb unes aules.
pa-043	doncs	15.25-19.75	clips/pa-043__doncs__15.25.wav	no	sí	no	sí	no	i a part era això de fa 15 anys que tinc 15 anys, que és...	I a part, doncs, era això de fa 15 anys, 15 anys, no, que és.
pa-045	doncs	283.01-287.39	clips/pa-045__doncs__283.01.wav	sí	no	sí	no	no	que dins de la cova produeix alteracions.  Doncs és millor tan caro, no està claríssim.	de la coba produeix alteracions dels millotancars.  No està claríssim.
pa-046	doncs	135.61-140.07	clips/pa-046__doncs__135.61.wav	sí	sí	sí	sí	sí	Són fideles, doncs, és a dir, amb el dia a dia i amb Espanya.	Som filers, doncs es veiem el dia a dia i hem espanyol.
pa-048	doncs	302.89-306.79	clips/pa-048__doncs__302.89.wav	sí	sí	sí	sí	sí	els origens.  Bueno, doncs no maquem els origens, la pedra...	Bé, doncs no en maquem els origens. La pedra és...
pa-049	doncs	1092.25-1095.75	clips/pa-049__doncs__1092.25.wav	no	no	no	no	no	de turistes que en mil i 10 milions que l'estigui...	que tenien 10 milions d'autoristes que m'agradarien.
pa-055	doncs	6.29-9.67	clips/pa-055__doncs__6.29.wav	no	no	no	no	no	i no el comú, amb quatre anys.	No comú, però és clar, amb quatre anys.
pa-056	doncs	43.45-48.59	clips/pa-056__doncs__43.45.wav	sí	no	sí	no	no	com estaven, doncs evidentment no era el nostre tarannà,  per almenys el meu.	com estaven, evidentment no era el nostre tarant nou,  per la menys del meu.
pa-057	doncs	127.21-131.71	clips/pa-057__doncs__127.21.wav	no	no	no	no	no	i la constitucional, la permanent i la constituent.	en constitucional, en la permanent i la constituent.
pa-058	doncs	200.41-205.27	clips/pa-058__doncs__200.41.wav	no	sí	no	sí	no	i els electors quedarien en paper mullat perquè no...	els electors, doncs, bueno, quedaria en paper mullat, per què no?
pa-059	doncs	245.81-250.79	clips/pa-059__doncs__245.81.wav	no	no	no	no	no	que es deriva amb un compromís, i ja està.	que es describem un compromís, i ja està.
pa-060	doncs	177.97-182.63	clips/pa-060__doncs__177.97.wav	sí	no	sí	no	no	i va ser meva, que si m'haguia de dir no plegàvem,  doncs presentàvem, vull dir, que és disolguir.	I va ser meva, que, si m'agridi, no plegava a presentar-me un poïdí que es disolgui.
pa-061	doncs	242.09-249.23	clips/pa-061__doncs__242.09.wav	no	no	no	no	no	És una mica tornar a les rails de la creació del grup.	És una mica tornar a les reles de la creació del grup.
pa-062	doncs	302.09-307.51	clips/pa-062__doncs__302.09.wav	no	no	no	no	no	A tu, quan ets petit, s'ha arribat a elaborar...	Tu, quan els pots patir, s'ha arribat a elaborar.
pa-063	doncs	609.05-614.11	clips/pa-063__doncs__609.05.wav	sí	no	sí	no	no	com sigui, doncs ho haurem de patir i s'ho haurà de fer,  i si no, no en sortirem.	com sigui, que ens orem de patir i ens orar de feixin, no ens sortirem.
pa-064	doncs	456.73-460.43	clips/pa-064__doncs__456.73.wav	no	no	no	no	no	el pas d'uns agafables amb els dips.	d'on s'agrada el pas.  D'on s'agafà, el vol dir ser-hi-la.
pa-065	doncs	157.49-162.27	clips/pa-065__doncs__157.49.wav	sí	sí	sí	sí	sí	i quan hi ha amor, doncs Déu, avi, tenen tots els nostres cors.	i quan hi ha amor, doncs deu haver-te entès els nostres coses.
pa-001	perquè	59.57-63.31	clips/pa-001__perqu__59.57.wav	sí	sí	sí	sí	sí	una desfasada perquè el que no es veien bons ulls a un...	desfassada perquè el que no es veiem bons ulls a un...
pa-002	perquè	18.25-23.75	clips/pa-002__perqu__18.25.wav	sí	sí	sí	sí	sí	un putat, perquè no deixeu de veure els serveis dels copríncipes,	perquè no deixava de veure els serveis dels cop rinses que tot el veu.
pa-003	perquè	201.57-207.03	clips/pa-003__perqu__201.57.wav	sí	sí	sí	sí	sí	d'executiu, perquè aleshores no era govern, era consell executiu,	perquè les aves no era govern, era aconsecutiu al 7 de juny.
pa-004	perquè	464.09-471.39	clips/pa-004__perqu__464.09.wav	sí	sí	sí	sí	sí	I calia estar-hi molt a sobre perquè per no quedar-se sense molt l'incarre que algú n'és més.	i calia doncs estaria molt sobre perquè no quedar-se sense molt i encara que algú n'és vingut.
pa-006	perquè	110.25-117.75	clips/pa-006__perqu__110.25.wav	sí	no	sí	no	no	I us aprofita la velocitat de l'aigua perquè les aletes que té total voltant de la roda, que no us veu ni aquí a la imatge.	de la llibertat de la llibertat de la llibertat.
pa-007	perquè	101.25-107.75	clips/pa-007__perqu__101.25.wav	sí	sí	sí	sí	sí	que res d'endorra, no sé si es veu perquè em penso que surt com si fos un mirall,  però aquest és el llibre que parla d'això, no?	no sé si es veu perquè em penso que surt com si fosse un mirall, però aquestes al llibre que parla d'això, no?
pa-008	perquè	55.25-59.75	clips/pa-008__perqu__55.25.wav	sí	no	sí	no	no	Per què? Perquè el que fem als fallares és la seva escorça palar-la.	Doncs per què? El que fem els fallaïres, la seva escorsa,  parlar-lo.
pa-009	perquè	349.25-356.75	clips/pa-009__perqu__349.25.wav	sí	sí	sí	sí	sí	perquè no hi ha exemplars com aquest i, més, tant ben conservats com el que us parlo ara.	reservar perquè no hi ha exemplars com aquest i més també ens conservats com el que us parlo ara.
pa-010	perquè	196.65-201.55	clips/pa-010__perqu__196.65.wav	sí	no	sí	no	no	perquè també poden ser el reflex de noms fixats a la llengua que encara es fa.	que també poden ser el referècest de nou més ticsats a la llengua que encara es planta.
pa-011	perquè	27.61-31.55	clips/pa-011__perqu__27.61.wav	sí	no	sí	no	no	Escolte, perquè era de la família Escolte, que vol dir...	i escoltem per tirar de la família i escoltem què vol dir.
pa-012	perquè	369.25-374.75	clips/pa-012__perqu__369.25.wav	sí	no	sí	no	no	perquè la gent es recordi d'aquestes eines.	per que la gent és recording d'aquesta setmana.
pa-013	perquè	433.89-442.03	clips/pa-013__perqu__433.89.wav	sí	no	sí	no	no	Per què us sabem? Doncs perquè es conserven múltiples testimonis fotogràfics.  Gràcies a Josep Elzina.	Per què us sabem? Per què es conservat molt multiple testimonis fotogràfics?  Gràcies a Josep Elzina.
pa-014	perquè	105.85-115.75	clips/pa-014__perqu__105.85.wav	sí	sí	sí	sí	sí	per quin motiu, perquè en el seu moment es va tenir una sèrie de dubtes o dubtes,  més que dubtes, vaig començar a buscar.	Per què et motiu?  Perquè en el seu moment voldria estar-hi una sèrie de dubtes,  o dubtes més que dubtes,  Bé, vaig començar a veure...
pa-015	perquè	86.25-92.75	clips/pa-015__perqu__86.25.wav	sí	sí	sí	sí	sí	senzilla raó perquè és el poder econòmic del que seria la barroquínca.	sense el rau, perquè és el poder econòmic de la que seria la barraqueta.
pa-016	perquè	79.77-85.39	clips/pa-016__perqu__79.77.wav	sí	sí	sí	sí	sí	a mi em posa moltíssim, perquè a més era al principi i pensava que m'hagués quedat.	A mi m'imposaré moltíssim, perquè més era el principi i pensé que més...
pa-017	perquè	4.25-12.15	clips/pa-017__perqu__4.25.wav	sí	sí	sí	sí	sí	Però vam anar molt a l'il·lusió, perquè la Constitució, nosaltres, realment, és el que ens interessa.	Prevam anar amb molta il·lusió, perquè la Constitució,  nosaltres, realment, és algo que ens interessai.  I a més,
pa-018	perquè	91.09-96.47	clips/pa-018__perqu__91.09.wav	sí	sí	sí	sí	sí	i resòria, perquè no podíem acabar mai de decidir que una cosa...	i resoria perquè no podíem acabar mai de decidir que una mica.
pa-019	perquè	101.25-105.75	clips/pa-019__perqu__101.25.wav	sí	sí	sí	sí	sí	perquè realment va ser un consell molt intens.  Es va treballar moltíssim.	pensat perquè realment va ser un consell molt intens.  Es va treballar moltíssim.
pa-020	perquè	9.41-12.91	clips/pa-020__perqu__9.41.wav	sí	sí	sí	sí	sí	perquè hi ha hagut aquella dimissió recent.	de tot això perquè vivim tot el que ja dimissió.
pa-021	perquè	15.45-19.67	clips/pa-021__perqu__15.45.wav	sí	no	sí	no	no	em van convèncer, doncs, perquè fos candidat.	en van convencer, doncs per què fos candidat.
pa-022	perquè	111.69-115.67	clips/pa-022__perqu__111.69.wav	sí	no	sí	no	no	perquè si no s'arriba a fer la Constitució i continuem...	Per què no s'arriba a fer la Constitució i continuem?
pa-023	perquè	29.09-34.79	clips/pa-023__perqu__29.09.wav	sí	no	sí	no	no	perquè els coprínsecs, i sobretot els representants,	d'arribar-s'ho.
pa-024	perquè	225.53-230.35	clips/pa-024__perqu__225.53.wav	sí	no	sí	no	no	Doncs vaig així, perquè va ser unes votacions molt interessants.	Doncs vaig decidir per què vas a una explotació molt interessant,  es van repetir varies.
pa-025	perquè	37.17-40.43	clips/pa-025__perqu__37.17.wav	sí	sí	sí	sí	sí	molt grans perquè abans no els deixaven votar, que eren...	molt aglents perquè abans no els deixaven votar, que eren...
pa-026	perquè	150.53-156.67	clips/pa-026__perqu__150.53.wav	sí	sí	sí	sí	sí	perquè no em vull ascendre amb les coses de palacio que hi van molt després.	perquè no em vull ascender amb les coses de pal·lació que hi van mulles.
pa-027	perquè	8.81-14.39	clips/pa-027__perqu__8.81.wav	sí	sí	sí	sí	sí	I ho recordo perquè no crec que era la ràdio,  no sé si havia televisió en aquest moment.	i jo recordo perquè no crec que era l'arradió i no sé si hi havia televisió en aquest moment.  En l'alcult de l'alcult de l'alcult.
pa-028	perquè	142.89-147.99	clips/pa-028__perqu__142.89.wav	no	sí	no	sí	no	i el que hem de fer és fer-ho i fer-ho i fer-ho.	perquè demostrar-hi realment que existim normalment.
pa-029	perquè	249.69-254.43	clips/pa-029__perqu__249.69.wav	no	no	no	no	no	i el que passa és que a poc temps es va fer el Tom de 18 mesos.	I el poc temps que parli de les xarxes ho fa fer,  no t'ho em diguis més, jo us diuen.
pa-030	perquè	31.89-36.39	clips/pa-030__perqu__31.89.wav	no	sí	no	sí	no	que el que hem de fer és agrair aquests quatre anys.	perquè els vegades pensaven vendre aquí.
pa-031	perquè	32.69-37.47	clips/pa-031__perqu__32.69.wav	sí	no	sí	no	no	perquè tampoc ho hauria de massaclar i com podia anar.	El que passa és la veritat.  El que passa és que el que passa és la veritat.
pa-032	perquè	9.21-15.07	clips/pa-032__perqu__9.21.wav	sí	sí	sí	sí	sí	perquè has tancat l'aport a les 7 de la tarda.	perquè es tancaveu l'aport al set de la tarda.
pa-033	perquè	18.89-23.43	clips/pa-033__perqu__18.89.wav	sí	no	sí	no	no	perquè recordeu que en aquella època els balles tenien una força...	Per recordar que m'agraeixin els bàllis que tenien una força
pa-034	perquè	51.85-56.47	clips/pa-034__perqu__51.85.wav	no	sí	no	sí	no	i el que fa és que el que faci és que t'hi posis.	Com et posarà que faci, continuo pujar o marxar,  perquè aquí hi ha alguna cosa que passa.
pa-035	perquè	181.13-186.35	clips/pa-035__perqu__181.13.wav	sí	sí	sí	sí	sí	perquè hi havia molts endorrans reticents.	perquè hi haurà molts endorans retissiu.
pa-036	perquè	15.65-20.75	clips/pa-036__perqu__15.65.wav	sí	sí	sí	sí	sí	A tu disseri, ens vam quedar una mica parats perquè nosaltres volíem anar més lluny.	i ara et dic a dir que ens vam quedar una mica paraç,  perquè no el desencarà voliu anar més lluny i voliu més lluny.
pa-037	perquè	186.29-198.91	clips/pa-037__perqu__186.29.wav	sí	sí	sí	sí	sí	Després, clar, quan va arribar cap al final de tot, ens van informar més.  Perquè a final havíem de votar que sí, sinó...	Després quan va arribar cap al final de tot ens van informar més,  perquè al final havíem de votar així, si no.
pa-038	perquè	279.13-283.51	clips/pa-038__perqu__279.13.wav	sí	sí	sí	sí	sí	sobretot perquè els delegats permanents han continuat.	sobretot perquè els delegatges permanents han continuat, però els veguers...
pa-039	perquè	18.09-21.31	clips/pa-039__perqu__18.09.wav	sí	no	sí	no	no	perquè això era xins.	Per què això era així?
pa-040	perquè	25.21-30.07	clips/pa-040__perqu__25.21.wav	sí	sí	sí	sí	sí	perquè considero que en d'hora necessita un nou estatut com...	perquè considero que en d'hora necessites un nou estatut com...
pa-041	perquè	69.25-76.75	clips/pa-041__perqu__69.25.wav	sí	sí	sí	sí	sí	i per tant parlaven amb altres pares perquè portessin els fills a l'escola en Dorana.	I per tant, parlaven amb altres pares perquè portessin els fills a l'escola endurant.
pa-042	perquè	29.13-33.43	clips/pa-042__perqu__29.13.wav	sí	sí	sí	sí	sí	a l'escola, més que res, perquè tenia els nens petits.	A més que res, perquè tenia els nens petits, crec que...
pa-045	perquè	175.33-183.63	clips/pa-045__perqu__175.33.wav	sí	sí	sí	sí	sí	Algú va fer això, no?  Perquè què va induir a fer aquesta obra?	"""Aquí s'ha d'explicar""  perquè va induir.  Aquesta hora."
pa-046	perquè	140.85-146.79	clips/pa-046__perqu__140.85.wav	no	no	no	no	no	Aquest producte és un valor afegit del país i de tothom.	que et producte, que és un valor aficit del país i de totes.
pa-048	perquè	186.93-191.19	clips/pa-048__perqu__186.93.wav	no	sí	no	sí	no	que el riu sempre sembla igual, però no ho és.	Per tant, les maneres, perquè el riu sempre és sempre igual.  Però no ho és, perdó.
pa-049	perquè	68.85-75.71	clips/pa-049__perqu__68.85.wav	sí	sí	sí	sí	sí	L'home ha cuidat els aferts exteriors i de la guerra.  Però aquesta és una frase feta perquè la llarga i sobretot entén.	L'home ha cuidat els afers d'exteriors i de la guerra.  Però aquesta és una frase feta  perquè la llarga i sobretot també...
pa-051	perquè	123.85-128.35	clips/pa-051__perqu__123.85.wav	sí	sí	sí	sí	sí	perquè els guardaven, els pollins els guardaven fins l'any que ve que eren sobre anys.	Perquè ens guardaven els polins, ens guardaven fins l'enquever que eren sobrants.  Prou més carrer.
pa-052	perquè	92.65-96.47	clips/pa-052__perqu__92.65.wav	sí	no	sí	no	no	I ara m'embaric, ja no hi ve, perquè li venen un moment...	de la meva mare i de la Generalitat, de la Generalitat i la Generalitat que li ven,  no m'ho menys.
pa-053	perquè	113.93-120.79	clips/pa-053__perqu__113.93.wav	sí	sí	sí	sí	sí	d'aquí, no venia a guanyar alguna pèl·la, perquè volien desprotar la gent.	n'hi hagi d'aquí, n'havien guanyat una pel·la perquè volem desprotar la gent.
pa-054	perquè	80.45-85.43	clips/pa-054__perqu__80.45.wav	sí	sí	sí	sí	sí	i portant mai a la vida sabades, perquè ho veig.	m'ho porten mai a la vida sabades perquè ho veig.
pa-055	perquè	148.53-153.11	clips/pa-055__perqu__148.53.wav	sí	sí	sí	sí	sí	Ja t'ho dic tot, perquè no em vull ascendre.	d'haurit tot, perquè no em vull ascender...
pa-056	perquè	31.73-35.07	clips/pa-056__perqu__31.73.wav	sí	sí	sí	sí	sí	els quadrenys perquè, lògicament,	Per tant, els quatre anys, perquè a les eleccions pensaven
pa-057	perquè	249.45-254.11	clips/pa-057__perqu__249.45.wav	sí	no	sí	no	no	molt poc temps, perquè tot això es va fer al tomb de 8 mesos, o sigui.	en un poc temps que vaig trobar a fer un tom de lluit més rostia.
pa-058	perquè	91.09-96.47	clips/pa-058__perqu__91.09.wav	sí	sí	sí	sí	sí	i resòria, perquè no podíem acabar mai de decidir que una cosa...	i risòria, perquè no podíem acabar mai de decidir que una cosa...
pa-059	perquè	4.09-12.43	clips/pa-059__perqu__4.09.wav	sí	sí	sí	sí	sí	Però vam anar molt a l'il·lusió, perquè la Constitució, nosaltres, realment, és el que ens interessa.	Però hi vam anar amb molta il·lusió, perquè la Constitució,  nosaltres, realment, és algo que ens interessai.  Ja més...
pa-060	perquè	29.05-34.75	clips/pa-060__perqu__29.05.wav	sí	no	sí	no	no	en aquests moments perquè els copríncets,  sobretot els representants, perdien...	per què els coherèncits,  sobretot els representants perdien.
pa-061	perquè	117.17-123.75	clips/pa-061__perqu__117.17.wav	no	no	no	no	no	per fer-ho, per fer-ho, per fer-ho.	la modernitat és un llarg procés de sapiència, de perfeccions,
pa-062	perquè	73.97-78.19	clips/pa-062__perqu__73.97.wav	sí	sí	sí	sí	sí	Avui és un bon dia perquè amb una copa de bombi a la mà ens desperta.	Avui és un bon dia perquè amb una copa de bombi a la mà ens esporten.
pa-063	perquè	142.61-146.79	clips/pa-063__perqu__142.61.wav	sí	no	sí	no	no	perquè vam començar l'any 65.	Per què vam començar a l'anxixant de cinc?
pa-064	perquè	27.57-33.27	clips/pa-064__perqu__27.57.wav	sí	sí	sí	sí	sí	I no és permanent.  En realitat potser no és així perquè mai acabem de marxar.	en realitat potser no és així perquè mai acabem de marxar.
pa-065	perquè	129.17-134.51	clips/pa-065__perqu__129.17.wav	sí	sí	sí	sí	sí	el paradís. Però un viu, perquè el paradís no existeix, fins i tot.	Però un viu perquè el paradís no existeix fins i tot.
pa-066	perquè	21.81-26.71	clips/pa-066__perqu__21.81.wav	sí	sí	sí	sí	sí	que pot passar.  Era bastant previsible perquè el dia anterior  havia plogut molt, havia sigut un dia...	que podria passar.  Era bastant provisible perquè el dia anterior havia plogut molt,
pa-001	a nivell	135.37-139.03	clips/pa-001__a-nivell__135.37.wav	no	sí	no	sí	no	i que s'haurà de posar en contacte amb nosaltres.	que serà i a nivell de representació internacional
pa-002	a nivell	714.25-724.75	clips/pa-002__a-nivell__714.25.wav	sí	sí	sí	sí	sí	perquè l'opció de la minoria que va passar  és ser majoria, diguéssim, a nivell consell,  però no ho eren.	Perquè l'opció de la majoria que va passar amb la majoria, a nivell consell, però no ho era.
pa-003	a nivell	180.17-188.79	clips/pa-003__a-nivell__180.17.wav	sí	sí	sí	sí	sí	El que fa a nivell polític, la primera vegada quan es crea l'amaternal, com he dit,	Aviam, pel que fa a nivell polític, la primera vegada  quan es crea la maternal, com he dit, es creu.
pa-016	a nivell	333.81-340.39	clips/pa-016__a-nivell__333.81.wav	sí	sí	sí	sí	sí	inclús recordo doncs fer sessions maratonianes a nivell de comissions sobre tot quan	inclús recorda, doncs, cesions maratonianes a nivell de comissions,  sobretot quan s'agradarien.
pa-017	a nivell	143.25-149.75	clips/pa-017__a-nivell__143.25.wav	sí	sí	sí	sí	sí	Jo penso que totes les parts implicades a nivell de totes les parròquies	Jo penso que totes les parts implicades a nivell de totes les parroquies.
pa-018	a nivell	188.45-191.87	clips/pa-018__a-nivell__188.45.wav	sí	sí	no	sí	no	Quan se vol, a nivells de programes polítics,	a nivell de programa polític s'ha viatat.
pa-019	a nivell	122.25-127.75	clips/pa-019__a-nivell__122.25.wav	sí	sí	sí	sí	sí	la Constitució és amb qualsevol tema que entrés a nivell de comissions.	amb la Constitució, som, quan se vol té vegades que entres a nivell de comissions.
pa-020	a nivell	409.37-414.43	clips/pa-020__a-nivell__409.37.wav	sí	no	sí	no	no	i que precisament també porti, que a nivell comunal,	i que, precisament, m'he portat que han divint com un au.
pa-023	a nivell	418.57-422.99	clips/pa-023__a-nivell__418.57.wav	sí	no	sí	no	no	i després també a nivell d'agricultura.	i després també aniré de agricultura.
pa-024	a nivell	1547.93-1552.91	clips/pa-024__a-nivell__1547.93.wav	sí	sí	sí	sí	sí	I jo, no?  Llavors, clar, a nivell...  Ja el Jaume Bartomeu ha governat també, i soc jo...	i jo no.  I clar, a nivell, ja el Jaume Bartomeu, a Gobert també,  i sóc jo.
pa-026	a nivell	38.25-41.75	clips/pa-026__a-nivell__38.25.wav	sí	no	sí	no	no	A.  Però a nivell nacional volia dir...	Ah, però l'hivern nacional búria de l'estat.
pa-029	a nivell	417.09-421.47	clips/pa-029__a-nivell__417.09.wav	sí	no	sí	no	no	que es volien els 4 a nivell nacional i l'aconseguiria.	i xarquatres, o que els altres volien als quadren i veig nacional,  i l'aconseguiria.
pa-033	a nivell	6.61-10.79	clips/pa-033__a-nivell__6.61.wav	no	no	no	no	no	i els temps de tribuna que portàvem aquesta idea al cap i al nivell nacional,	que portàvem al cap i doncs, a dir, ben nacional, no t'hi consideres.
pa-034	a nivell	143.81-148.91	clips/pa-034__a-nivell__143.81.wav	sí	sí	sí	sí	sí	per tant, clar, pot dir, més que a nivell familiar va ser posar...	Per tant, és clar, pot dir més que a nivell familiar va ser...
pa-036	a nivell	386.45-395.95	clips/pa-036__a-nivell__386.45.wav	sí	sí	sí	sí	sí	Tot i que les relacions entre en Gàmels i altres parroquis  no eren bones a nivell electoral no s'havia perdut.	Tots i que les reglacions entrenganm i altres perroquies  no eren bones a nivell electoral, no s'havia perdut.
pa-038	a nivell	455.49-460.15	clips/pa-038__a-nivell__455.49.wav	sí	sí	sí	sí	sí	per dir-ho a nivell de negocis, el que sigui, això va molt bé.	per dir algo a nivell de negoci, és el que sigui, però això va molt bé.
pa-045	a nivell	624.85-629.07	clips/pa-045__a-nivell__624.85.wav	sí	sí	sí	sí	sí	No té cap importància, a nivell...	Si no té cap importància a nivell.
pa-048	a nivell	435.77-441.27	clips/pa-048__a-nivell__435.77.wav	sí	sí	sí	sí	sí	perquè, normalment, quan t'inviten a nivell oficial, t'inviten a tal...	No, perquè normalment quan t'imbitan a nivell oficial t'imbitan a tal...
pa-049	a nivell	1396.25-1400.75	clips/pa-049__a-nivell__1396.25.wav	no	no	no	no	no	de la gent que no té l'escenari de l'escenari.	El que passa és que el que ha de ser és el que ha de ser.
pa-055	a nivell	38.09-44.07	clips/pa-055__a-nivell__38.09.wav	sí	no	sí	no	no	Però a nivell nacional, volia dir, per 89,	Però l'hi veig nacional, bollet i pobvitant-neu, una qüestió.
pa-057	a nivell	417.13-421.51	clips/pa-057__a-nivell__417.13.wav	sí	no	sí	no	no	a 4, segur que els altres volien els 4 a nivell nacional i l'aconseguiria així.	Aquest gran lloc de raltes volien els quadrens nacionals i la coincidència.
pa-058	a nivell	188.37-191.87	clips/pa-058__a-nivell__188.37.wav	sí	sí	no	sí	no	Quan se vol, a nivells de programes polítics,	a nivell de programa polític s'ha viatat.
pa-059	a nivell	142.93-150.35	clips/pa-059__a-nivell__142.93.wav	sí	sí	sí	sí	sí	Jo penso que totes les parts implicades a nivell de totes les parròquies,	Jo penso que totes les partes implicades a nivell de totes les parròquies.
pa-060	a nivell	201.93-208.63	clips/pa-060__a-nivell__201.93.wav	sí	no	sí	no	no	Hi havia un ambient molt tens, a nivell de consell, per no disfrutar.	Hi ha viuen ambien molt tens, a never de consell, per no disfrutar.
pa-061	a nivell	1357.21-1360.71	clips/pa-061__a-nivell__1357.21.wav	sí	sí	sí	sí	sí	No vol dir que a nivell laboral la néixer.	No parlo de dir que a nivell d'La Brau planèria.
pa-063	a nivell	1143.61-1148.07	clips/pa-063__a-nivell__1143.61.wav	sí	sí	sí	sí	sí	que ara farem, que jo crec que ens ajudarà molt a nivell de finances.	que ens ajudaran molt a nivell d'afinarances.
pa-065	a nivell	529.09-536.75	clips/pa-065__a-nivell__529.09.wav	sí	sí	sí	no	no	i el que podreu donar.  Nosaltres venim als santuaris,  trobades a nivell català i a nivell espanyol.	que no podreu d'una.  Nosaltres tenim els santuaris.  Trobades, amb teta l'unió,  amb teta nivell d'esquerra.
pa-066	a nivell	25.21-29.71	clips/pa-066__a-nivell__25.21.wav	sí	sí	sí	sí	sí	S'ha plogut molt via seu d'un dia bastant complicat a nivell de trànsit.	que ha plogut molt via ser un dia bastant complicat a nivell de trànsit.
pa-003	tirar endavant	361.93-366.63	clips/pa-003__tirar-endavant__361.93.wav	sí	sí	sí	sí	sí	per crear i tirar endavant un sistema educatiu propi.	per crear i tirar endavant un sistema educatiu propi.  És a dir...
