id_persona	categoria	candidat	referencia	indicador_automatic	estat_indicador	observacio_auditiva
pa-050	vocalisme	manteniment de o àtona	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-050	vocalisme	alternança o/u àtona	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-050	vocalisme	obertura de e tònica	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-050	morfologia	incoatius en -ix-	ALDC; Veny	pendent de revisió manual	requereix escolta	
pa-050	morfologia	morfologia nominal i adjectival	Rabassa	pendent de revisió manual	requereix escolta	
pa-050	fonosintaxi	contacte entre mots	Rabassa	no inferible de la grafia ASR	requereix escolta	
pa-050	fonètica	palatalització i velarització	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-050	fonètica	realització de r i consonants finals	Rabassa; ALDC	no inferible de la grafia ASR	requereix escolta	
pa-050	lèxic	variants occidentals	ALDC; Veny	formes_territorials= (ASR)	candidat lèxic; validar àudio	
pa-050	lèxic	andorranismes administratius	Govern d'Andorra; DIEC2	formes_territorials= (ASR)	candidat lèxic; validar àudio	
pa-050	lèxic	terminologia d'esports d'hivern	Govern d'Andorra	formes_territorials= (ASR)	candidat lèxic; validar àudio	
pa-050	sintaxi	perífrasis i règim verbal	Rull	perifrasi_past_aparent=398 (ASR)	indicador textual; validar àudio	
pa-050	pragmàtica	marcadors i reformulacions	corpus actual; revisió pròpia	bé=2;clar=2;llavors=2;aleshores=2;de fet=4;o sigui=1;a veure=1;perquè=8;per tant=3;no?=1	indicador textual; validar àudio	
pa-050	prosòdia	entonació, ritme i pauses	Rabassa; revisió pròpia	f0_iqr_hz=116.65; f0_sd_hz=113.62; pausa_mediana_s=0.06	descriptor acústic; no és tret confirmat	
pa-050	variació	localitat i generació	Rabassa; ALDC	context no documentat	contextual; no prova varietat	
pa-050	variació	contacte amb castellà i francès	Govern d'Andorra; sociolingüística	no inferible sense biografia i àudio	requereix escolta i context	
pa-051	vocalisme	distinció a/e àtones	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-051	vocalisme	neutralització a/e en vocal neutra	ALDC; variació generacional	no inferible de la grafia ASR	requereix escolta	
pa-051	vocalisme	manteniment de o àtona	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-051	vocalisme	alternança o/u àtona	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-051	vocalisme	obertura de e tònica	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-051	morfologia	incoatius en -ix-	ALDC; Veny	pendent de revisió manual	requereix escolta	
pa-051	morfologia	morfologia nominal i adjectival	Rabassa	pendent de revisió manual	requereix escolta	
pa-051	fonosintaxi	contacte entre mots	Rabassa	no inferible de la grafia ASR	requereix escolta	
pa-051	fonètica	palatalització i velarització	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-051	fonètica	realització de r i consonants finals	Rabassa; ALDC	no inferible de la grafia ASR	requereix escolta	
pa-051	lèxic	variants occidentals	ALDC; Veny	formes_territorials=comú=1;comunals=1 (ASR)	candidat lèxic; validar àudio	
pa-051	lèxic	andorranismes administratius	Govern d'Andorra; DIEC2	formes_territorials=comú=1;comunals=1 (ASR)	candidat lèxic; validar àudio	
pa-051	lèxic	terminologia d'esports d'hivern	Govern d'Andorra	formes_territorials=comú=1;comunals=1 (ASR)	candidat lèxic; validar àudio	
pa-051	sintaxi	perífrasis i règim verbal	Rull	perifrasi_past_aparent=11 (ASR)	indicador textual; validar àudio	
pa-051	pragmàtica	marcadors i reformulacions	corpus actual; revisió pròpia	bueno=2;clar=2;llavors=1;de fet=1;perquè=5	indicador textual; validar àudio	
pa-051	prosòdia	entonació, ritme i pauses	Rabassa; revisió pròpia	f0_iqr_hz=150.64; f0_sd_hz=81.67; pausa_mediana_s=0.08	descriptor acústic; no és tret confirmat	
pa-051	variació	localitat i generació	Rabassa; ALDC	context no documentat	contextual; no prova varietat	
pa-051	variació	contacte amb castellà i francès	Govern d'Andorra; sociolingüística	no inferible sense biografia i àudio	requereix escolta i context	
pa-052	vocalisme	distinció a/e àtones	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-052	vocalisme	neutralització a/e en vocal neutra	ALDC; variació generacional	no inferible de la grafia ASR	requereix escolta	
pa-052	vocalisme	manteniment de o àtona	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-052	vocalisme	alternança o/u àtona	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-052	vocalisme	obertura de e tònica	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-052	morfologia	incoatius en -ix-	ALDC; Veny	pendent de revisió manual	requereix escolta	
pa-052	morfologia	morfologia nominal i adjectival	Rabassa	pendent de revisió manual	requereix escolta	
pa-052	fonosintaxi	contacte entre mots	Rabassa	no inferible de la grafia ASR	requereix escolta	
pa-052	fonètica	palatalització i velarització	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-052	fonètica	realització de r i consonants finals	Rabassa; ALDC	no inferible de la grafia ASR	requereix escolta	
pa-052	lèxic	variants occidentals	ALDC; Veny	formes_territorials= (ASR)	candidat lèxic; validar àudio	
pa-052	lèxic	andorranismes administratius	Govern d'Andorra; DIEC2	formes_territorials= (ASR)	candidat lèxic; validar àudio	
pa-052	lèxic	terminologia d'esports d'hivern	Govern d'Andorra	formes_territorials= (ASR)	candidat lèxic; validar àudio	
pa-052	sintaxi	perífrasis i règim verbal	Rull	perifrasi_past_aparent=10 (ASR)	indicador textual; validar àudio	
pa-052	pragmàtica	marcadors i reformulacions	corpus actual; revisió pròpia	bueno=1;clar=1;llavors=1;perquè=2	indicador textual; validar àudio	
pa-052	prosòdia	entonació, ritme i pauses	Rabassa; revisió pròpia	f0_iqr_hz=70.01; f0_sd_hz=76.80; pausa_mediana_s=0.07	descriptor acústic; no és tret confirmat	
pa-052	variació	localitat i generació	Rabassa; ALDC	context no documentat	contextual; no prova varietat	
pa-052	variació	contacte amb castellà i francès	Govern d'Andorra; sociolingüística	no inferible sense biografia i àudio	requereix escolta i context	
pa-053	vocalisme	distinció a/e àtones	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-053	vocalisme	neutralització a/e en vocal neutra	ALDC; variació generacional	no inferible de la grafia ASR	requereix escolta	
pa-053	vocalisme	manteniment de o àtona	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-053	vocalisme	alternança o/u àtona	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-053	vocalisme	obertura de e tònica	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-053	morfologia	incoatius en -ix-	ALDC; Veny	pendent de revisió manual	requereix escolta	
pa-053	morfologia	morfologia nominal i adjectival	Rabassa	pendent de revisió manual	requereix escolta	
pa-053	fonosintaxi	contacte entre mots	Rabassa	no inferible de la grafia ASR	requereix escolta	
pa-053	fonètica	palatalització i velarització	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-053	fonètica	realització de r i consonants finals	Rabassa; ALDC	no inferible de la grafia ASR	requereix escolta	
pa-053	lèxic	variants occidentals	ALDC; Veny	formes_territorials=Escaldes=1 (ASR)	candidat lèxic; validar àudio	
pa-053	lèxic	andorranismes administratius	Govern d'Andorra; DIEC2	formes_territorials=Escaldes=1 (ASR)	candidat lèxic; validar àudio	
pa-053	lèxic	terminologia d'esports d'hivern	Govern d'Andorra	formes_territorials=Escaldes=1 (ASR)	candidat lèxic; validar àudio	
pa-053	sintaxi	perífrasis i règim verbal	Rull	perifrasi_past_aparent=18 (ASR)	indicador textual; validar àudio	
pa-053	pragmàtica	marcadors i reformulacions	corpus actual; revisió pròpia	bé=1;llavors=7;perquè=2	indicador textual; validar àudio	
pa-053	prosòdia	entonació, ritme i pauses	Rabassa; revisió pròpia	f0_iqr_hz=137.73; f0_sd_hz=80.89; pausa_mediana_s=0.06	descriptor acústic; no és tret confirmat	
pa-053	variació	localitat i generació	Rabassa; ALDC	context no documentat	contextual; no prova varietat	
pa-053	variació	contacte amb castellà i francès	Govern d'Andorra; sociolingüística	no inferible sense biografia i àudio	requereix escolta i context	
pa-054	vocalisme	distinció a/e àtones	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-054	vocalisme	neutralització a/e en vocal neutra	ALDC; variació generacional	no inferible de la grafia ASR	requereix escolta	
pa-054	vocalisme	manteniment de o àtona	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-054	vocalisme	alternança o/u àtona	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-054	vocalisme	obertura de e tònica	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-054	morfologia	incoatius en -ix-	ALDC; Veny	pendent de revisió manual	requereix escolta	
pa-054	morfologia	morfologia nominal i adjectival	Rabassa	pendent de revisió manual	requereix escolta	
pa-054	fonosintaxi	contacte entre mots	Rabassa	no inferible de la grafia ASR	requereix escolta	
pa-054	fonètica	palatalització i velarització	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-054	fonètica	realització de r i consonants finals	Rabassa; ALDC	no inferible de la grafia ASR	requereix escolta	
pa-054	lèxic	variants occidentals	ALDC; Veny	formes_territorials=Escaldes=3;Sant Julià=1 (ASR)	candidat lèxic; validar àudio	
pa-054	lèxic	andorranismes administratius	Govern d'Andorra; DIEC2	formes_territorials=Escaldes=3;Sant Julià=1 (ASR)	candidat lèxic; validar àudio	
pa-054	lèxic	terminologia d'esports d'hivern	Govern d'Andorra	formes_territorials=Escaldes=3;Sant Julià=1 (ASR)	candidat lèxic; validar àudio	
pa-054	sintaxi	perífrasis i règim verbal	Rull	perifrasi_past_aparent=7 (ASR)	indicador textual; validar àudio	
pa-054	pragmàtica	marcadors i reformulacions	corpus actual; revisió pròpia	bé=4;bueno=2;llavors=4;a veure=1;perquè=3	indicador textual; validar àudio	
pa-054	prosòdia	entonació, ritme i pauses	Rabassa; revisió pròpia	f0_iqr_hz=139.97; f0_sd_hz=80.53; pausa_mediana_s=0.06	descriptor acústic; no és tret confirmat	
pa-054	variació	localitat i generació	Rabassa; ALDC	context no documentat	contextual; no prova varietat	
pa-054	variació	contacte amb castellà i francès	Govern d'Andorra; sociolingüística	no inferible sense biografia i àudio	requereix escolta i context	
pa-055	vocalisme	distinció a/e àtones	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-055	vocalisme	neutralització a/e en vocal neutra	ALDC; variació generacional	no inferible de la grafia ASR	requereix escolta	
pa-055	vocalisme	manteniment de o àtona	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-055	vocalisme	alternança o/u àtona	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-055	vocalisme	obertura de e tònica	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-055	morfologia	incoatius en -ix-	ALDC; Veny	pendent de revisió manual	requereix escolta	
pa-055	morfologia	morfologia nominal i adjectival	Rabassa	pendent de revisió manual	requereix escolta	
pa-055	fonosintaxi	contacte entre mots	Rabassa	no inferible de la grafia ASR	requereix escolta	
pa-055	fonètica	palatalització i velarització	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-055	fonètica	realització de r i consonants finals	Rabassa; ALDC	no inferible de la grafia ASR	requereix escolta	
pa-055	lèxic	variants occidentals	ALDC; Veny	formes_territorials=copríncep=1;comunals=1;Ordino=1;Escaldes=3;Massana=1;Sant Julià=1 (ASR)	candidat lèxic; validar àudio	
pa-055	lèxic	andorranismes administratius	Govern d'Andorra; DIEC2	formes_territorials=copríncep=1;comunals=1;Ordino=1;Escaldes=3;Massana=1;Sant Julià=1 (ASR)	candidat lèxic; validar àudio	
pa-055	lèxic	terminologia d'esports d'hivern	Govern d'Andorra	formes_territorials=copríncep=1;comunals=1;Ordino=1;Escaldes=3;Massana=1;Sant Julià=1 (ASR)	candidat lèxic; validar àudio	
pa-055	sintaxi	perífrasis i règim verbal	Rull	perifrasi_past_aparent=186 (ASR)	indicador textual; validar àudio	
pa-055	pragmàtica	marcadors i reformulacions	corpus actual; revisió pròpia	bé=17;bueno=27;clar=11;doncs=16;llavors=14;és a dir=1;o sigui=5;vull dir=2;a veure=8;evidentment=1;perquè=32;per tant=1;a nivell=3;no?=31	indicador textual; validar àudio	
pa-055	prosòdia	entonació, ritme i pauses	Rabassa; revisió pròpia	f0_iqr_hz=173.29; f0_sd_hz=255.77; pausa_mediana_s=0.08	descriptor acústic; no és tret confirmat	
pa-055	variació	localitat i generació	Rabassa; ALDC	d'Escaldes-Engordany	contextual; no prova varietat	
pa-055	variació	contacte amb castellà i francès	Govern d'Andorra; sociolingüística	no inferible sense biografia i àudio	requereix escolta i context	
pa-056	vocalisme	distinció a/e àtones	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-056	vocalisme	neutralització a/e en vocal neutra	ALDC; variació generacional	no inferible de la grafia ASR	requereix escolta	
pa-056	vocalisme	manteniment de o àtona	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-056	vocalisme	alternança o/u àtona	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-056	vocalisme	obertura de e tònica	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-056	morfologia	incoatius en -ix-	ALDC; Veny	pendent de revisió manual	requereix escolta	
pa-056	morfologia	morfologia nominal i adjectival	Rabassa	pendent de revisió manual	requereix escolta	
pa-056	fonosintaxi	contacte entre mots	Rabassa	no inferible de la grafia ASR	requereix escolta	
pa-056	fonètica	palatalització i velarització	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-056	fonètica	realització de r i consonants finals	Rabassa; ALDC	no inferible de la grafia ASR	requereix escolta	
pa-056	lèxic	variants occidentals	ALDC; Veny	formes_territorials=parròquia=1;Canillo=2;Ordino=9;Escaldes=1;Massana=1;Sant Julià=2 (ASR)	candidat lèxic; validar àudio	
pa-056	lèxic	andorranismes administratius	Govern d'Andorra; DIEC2	formes_territorials=parròquia=1;Canillo=2;Ordino=9;Escaldes=1;Massana=1;Sant Julià=2 (ASR)	candidat lèxic; validar àudio	
pa-056	lèxic	terminologia d'esports d'hivern	Govern d'Andorra	formes_territorials=parròquia=1;Canillo=2;Ordino=9;Escaldes=1;Massana=1;Sant Julià=2 (ASR)	candidat lèxic; validar àudio	
pa-056	sintaxi	perífrasis i règim verbal	Rull	perifrasi_past_aparent=86 (ASR)	indicador textual; validar àudio	
pa-056	pragmàtica	marcadors i reformulacions	corpus actual; revisió pròpia	bé=8;bueno=5;clar=7;doncs=9;llavors=1;aleshores=3;és a dir=10;o sigui=1;vull dir=1;a veure=3;evidentment=4;perquè=27;per tant=10;no?=10	indicador textual; validar àudio	
pa-056	prosòdia	entonació, ritme i pauses	Rabassa; revisió pròpia	f0_iqr_hz=140.69; f0_sd_hz=83.64; pausa_mediana_s=0.06	descriptor acústic; no és tret confirmat	
pa-056	variació	localitat i generació	Rabassa; ALDC	d'Ordino	contextual; no prova varietat	
pa-056	variació	contacte amb castellà i francès	Govern d'Andorra; sociolingüística	no inferible sense biografia i àudio	requereix escolta i context	
pa-057	vocalisme	distinció a/e àtones	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-057	vocalisme	neutralització a/e en vocal neutra	ALDC; variació generacional	no inferible de la grafia ASR	requereix escolta	
pa-057	vocalisme	manteniment de o àtona	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-057	vocalisme	alternança o/u àtona	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-057	vocalisme	obertura de e tònica	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-057	morfologia	incoatius en -ix-	ALDC; Veny	pendent de revisió manual	requereix escolta	
pa-057	morfologia	morfologia nominal i adjectival	Rabassa	pendent de revisió manual	requereix escolta	
pa-057	fonosintaxi	contacte entre mots	Rabassa	no inferible de la grafia ASR	requereix escolta	
pa-057	fonètica	palatalització i velarització	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-057	fonètica	realització de r i consonants finals	Rabassa; ALDC	no inferible de la grafia ASR	requereix escolta	
pa-057	lèxic	variants occidentals	ALDC; Veny	formes_territorials=andorrana=2;comuns=1;Ordino=1 (ASR)	candidat lèxic; validar àudio	
pa-057	lèxic	andorranismes administratius	Govern d'Andorra; DIEC2	formes_territorials=andorrana=2;comuns=1;Ordino=1 (ASR)	candidat lèxic; validar àudio	
pa-057	lèxic	terminologia d'esports d'hivern	Govern d'Andorra	formes_territorials=andorrana=2;comuns=1;Ordino=1 (ASR)	candidat lèxic; validar àudio	
pa-057	sintaxi	perífrasis i règim verbal	Rull	perifrasi_past_aparent=109 (ASR)	indicador textual; validar àudio	
pa-057	pragmàtica	marcadors i reformulacions	corpus actual; revisió pròpia	bé=12;bueno=1;clar=1;doncs=10;llavors=7;de fet=1;és a dir=1;o sigui=1;a veure=1;diguem=1;perquè=20;a nivell=4;no?=3	indicador textual; validar àudio	
pa-057	prosòdia	entonació, ritme i pauses	Rabassa; revisió pròpia	f0_iqr_hz=192.97; f0_sd_hz=101.47; pausa_mediana_s=0.08	descriptor acústic; no és tret confirmat	
pa-057	variació	localitat i generació	Rabassa; ALDC	d'Encamp	contextual; no prova varietat	
pa-057	variació	contacte amb castellà i francès	Govern d'Andorra; sociolingüística	no inferible sense biografia i àudio	requereix escolta i context	
pa-058	vocalisme	distinció a/e àtones	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-058	vocalisme	neutralització a/e en vocal neutra	ALDC; variació generacional	no inferible de la grafia ASR	requereix escolta	
pa-058	vocalisme	manteniment de o àtona	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-058	vocalisme	alternança o/u àtona	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-058	vocalisme	obertura de e tònica	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-058	morfologia	incoatius en -ix-	ALDC; Veny	pendent de revisió manual	requereix escolta	
pa-058	morfologia	morfologia nominal i adjectival	Rabassa	pendent de revisió manual	requereix escolta	
pa-058	fonosintaxi	contacte entre mots	Rabassa	no inferible de la grafia ASR	requereix escolta	
pa-058	fonètica	palatalització i velarització	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-058	fonètica	realització de r i consonants finals	Rabassa; ALDC	no inferible de la grafia ASR	requereix escolta	
pa-058	lèxic	variants occidentals	ALDC; Veny	formes_territorials=parròquia=3;comú=1;comuns=1;copríncep=10;coprínceps=5;Canillo=1;Escaldes=4;Sant Julià=1 (ASR)	candidat lèxic; validar àudio	
pa-058	lèxic	andorranismes administratius	Govern d'Andorra; DIEC2	formes_territorials=parròquia=3;comú=1;comuns=1;copríncep=10;coprínceps=5;Canillo=1;Escaldes=4;Sant Julià=1 (ASR)	candidat lèxic; validar àudio	
pa-058	lèxic	terminologia d'esports d'hivern	Govern d'Andorra	formes_territorials=parròquia=3;comú=1;comuns=1;copríncep=10;coprínceps=5;Canillo=1;Escaldes=4;Sant Julià=1 (ASR)	candidat lèxic; validar àudio	
pa-058	sintaxi	perífrasis i règim verbal	Rull	perifrasi_past_aparent=143 (ASR)	indicador textual; validar àudio	
pa-058	pragmàtica	marcadors i reformulacions	corpus actual; revisió pròpia	bé=6;bueno=36;clar=12;doncs=29;llavors=2;és a dir=3;vull dir=1;a veure=5;diguem=2;perquè=50;a nivell=15;no?=1	indicador textual; validar àudio	
pa-058	prosòdia	entonació, ritme i pauses	Rabassa; revisió pròpia	f0_iqr_hz=64.28; f0_sd_hz=98.04; pausa_mediana_s=0.10	descriptor acústic; no és tret confirmat	
pa-058	variació	localitat i generació	Rabassa; ALDC	Escaldes-Engordany (circumscripció documentada)	contextual; no prova varietat	
pa-058	variació	contacte amb castellà i francès	Govern d'Andorra; sociolingüística	no inferible sense biografia i àudio	requereix escolta i context	
pa-059	vocalisme	distinció a/e àtones	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-059	vocalisme	neutralització a/e en vocal neutra	ALDC; variació generacional	no inferible de la grafia ASR	requereix escolta	
pa-059	vocalisme	manteniment de o àtona	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-059	vocalisme	alternança o/u àtona	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-059	vocalisme	obertura de e tònica	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-059	morfologia	incoatius en -ix-	ALDC; Veny	pendent de revisió manual	requereix escolta	
pa-059	morfologia	morfologia nominal i adjectival	Rabassa	pendent de revisió manual	requereix escolta	
pa-059	fonosintaxi	contacte entre mots	Rabassa	no inferible de la grafia ASR	requereix escolta	
pa-059	fonètica	palatalització i velarització	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-059	fonètica	realització de r i consonants finals	Rabassa; ALDC	no inferible de la grafia ASR	requereix escolta	
pa-059	lèxic	variants occidentals	ALDC; Veny	formes_territorials=comú=1;copríncep=1;Escaldes=5;Sant Julià=1 (ASR)	candidat lèxic; validar àudio	
pa-059	lèxic	andorranismes administratius	Govern d'Andorra; DIEC2	formes_territorials=comú=1;copríncep=1;Escaldes=5;Sant Julià=1 (ASR)	candidat lèxic; validar àudio	
pa-059	lèxic	terminologia d'esports d'hivern	Govern d'Andorra	formes_territorials=comú=1;copríncep=1;Escaldes=5;Sant Julià=1 (ASR)	candidat lèxic; validar àudio	
pa-059	sintaxi	perífrasis i règim verbal	Rull	perifrasi_past_aparent=63 (ASR)	indicador textual; validar àudio	
pa-059	pragmàtica	marcadors i reformulacions	corpus actual; revisió pròpia	bé=5;bueno=4;clar=5;doncs=6;llavors=2;és a dir=1;o sigui=1;vull dir=5;evidentment=3;perquè=23;per tant=1;a nivell=9	indicador textual; validar àudio	
pa-059	prosòdia	entonació, ritme i pauses	Rabassa; revisió pròpia	f0_iqr_hz=122.28; f0_sd_hz=76.24; pausa_mediana_s=0.08	descriptor acústic; no és tret confirmat	
pa-059	variació	localitat i generació	Rabassa; ALDC	Escaldes-Engordany	contextual; no prova varietat	
pa-059	variació	contacte amb castellà i francès	Govern d'Andorra; sociolingüística	no inferible sense biografia i àudio	requereix escolta i context	
pa-060	vocalisme	distinció a/e àtones	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-060	vocalisme	neutralització a/e en vocal neutra	ALDC; variació generacional	no inferible de la grafia ASR	requereix escolta	
pa-060	vocalisme	manteniment de o àtona	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-060	vocalisme	alternança o/u àtona	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-060	vocalisme	obertura de e tònica	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-060	morfologia	incoatius en -ix-	ALDC; Veny	pendent de revisió manual	requereix escolta	
pa-060	morfologia	morfologia nominal i adjectival	Rabassa	pendent de revisió manual	requereix escolta	
pa-060	fonosintaxi	contacte entre mots	Rabassa	no inferible de la grafia ASR	requereix escolta	
pa-060	fonètica	palatalització i velarització	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-060	fonètica	realització de r i consonants finals	Rabassa; ALDC	no inferible de la grafia ASR	requereix escolta	
pa-060	lèxic	variants occidentals	ALDC; Veny	formes_territorials=parròquia=1;Canillo=3 (ASR)	candidat lèxic; validar àudio	
pa-060	lèxic	andorranismes administratius	Govern d'Andorra; DIEC2	formes_territorials=parròquia=1;Canillo=3 (ASR)	candidat lèxic; validar àudio	
pa-060	lèxic	terminologia d'esports d'hivern	Govern d'Andorra	formes_territorials=parròquia=1;Canillo=3 (ASR)	candidat lèxic; validar àudio	
pa-060	sintaxi	perífrasis i règim verbal	Rull	perifrasi_past_aparent=62 (ASR)	indicador textual; validar àudio	
pa-060	pragmàtica	marcadors i reformulacions	corpus actual; revisió pròpia	bé=1;bueno=4;doncs=2;llavors=1;aleshores=3;de fet=2;és a dir=4;vull dir=20;a veure=3;diguem=1;perquè=10;a nivell=4	indicador textual; validar àudio	
pa-060	prosòdia	entonació, ritme i pauses	Rabassa; revisió pròpia	f0_iqr_hz=54.02; f0_sd_hz=75.63; pausa_mediana_s=0.08	descriptor acústic; no és tret confirmat	
pa-060	variació	localitat i generació	Rabassa; ALDC	Andorra (parròquia no fixada en aquesta fitxa)	contextual; no prova varietat	
pa-060	variació	contacte amb castellà i francès	Govern d'Andorra; sociolingüística	no inferible sense biografia i àudio	requereix escolta i context	
pa-061	vocalisme	distinció a/e àtones	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-061	vocalisme	neutralització a/e en vocal neutra	ALDC; variació generacional	no inferible de la grafia ASR	requereix escolta	
pa-061	vocalisme	manteniment de o àtona	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-061	vocalisme	alternança o/u àtona	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-061	vocalisme	obertura de e tònica	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-061	morfologia	incoatius en -ix-	ALDC; Veny	pendent de revisió manual	requereix escolta	
pa-061	morfologia	morfologia nominal i adjectival	Rabassa	pendent de revisió manual	requereix escolta	
pa-061	fonosintaxi	contacte entre mots	Rabassa	no inferible de la grafia ASR	requereix escolta	
pa-061	fonètica	palatalització i velarització	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-061	fonètica	realització de r i consonants finals	Rabassa; ALDC	no inferible de la grafia ASR	requereix escolta	
pa-061	lèxic	variants occidentals	ALDC; Veny	formes_territorials= (ASR)	candidat lèxic; validar àudio	
pa-061	lèxic	andorranismes administratius	Govern d'Andorra; DIEC2	formes_territorials= (ASR)	candidat lèxic; validar àudio	
pa-061	lèxic	terminologia d'esports d'hivern	Govern d'Andorra	formes_territorials= (ASR)	candidat lèxic; validar àudio	
pa-061	sintaxi	perífrasis i règim verbal	Rull	perifrasi_past_aparent=31 (ASR)	indicador textual; validar àudio	
pa-061	pragmàtica	marcadors i reformulacions	corpus actual; revisió pròpia	bé=6;bueno=12;clar=7;doncs=5;llavors=3;o sigui=7;vull dir=2;a veure=1;evidentment=2;perquè=25;a nivell=1;no?=9	indicador textual; validar àudio	
pa-061	prosòdia	entonació, ritme i pauses	Rabassa; revisió pròpia	f0_iqr_hz=112.12; f0_sd_hz=2043.35; pausa_mediana_s=0.06	descriptor acústic; no és tret confirmat	
pa-061	variació	localitat i generació	Rabassa; ALDC	Andorra (activitat empresarial documentada)	contextual; no prova varietat	
pa-061	variació	contacte amb castellà i francès	Govern d'Andorra; sociolingüística	no inferible sense biografia i àudio	requereix escolta i context	
pa-062	vocalisme	distinció a/e àtones	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-062	vocalisme	neutralització a/e en vocal neutra	ALDC; variació generacional	no inferible de la grafia ASR	requereix escolta	
pa-062	vocalisme	manteniment de o àtona	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-062	vocalisme	alternança o/u àtona	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-062	vocalisme	obertura de e tònica	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-062	morfologia	incoatius en -ix-	ALDC; Veny	pendent de revisió manual	requereix escolta	
pa-062	morfologia	morfologia nominal i adjectival	Rabassa	pendent de revisió manual	requereix escolta	
pa-062	fonosintaxi	contacte entre mots	Rabassa	no inferible de la grafia ASR	requereix escolta	
pa-062	fonètica	palatalització i velarització	ALDC; Veny	no inferible de la grafia ASR	requereix escolta	
pa-062	fonètica	realització de r i consonants finals	Rabassa; ALDC	no inferible de la grafia ASR	requereix escolta	
pa-062	lèxic	variants occidentals	ALDC; Veny	formes_territorials=padrí=3;Canillo=1 (ASR)	candidat lèxic; validar àudio	
